post_id,platform,content_format,content_genre,caption,locality,age_group,post_date,views,likes,shares,comments,trending
CHN00879,instagram,reel,food,Really disappointed with the new menu changes here,T Nagar,18-24,2024-02-05,949,138,40,9,False
CHN00880,tiktok,duet,fitness,Trying a new workout split this month — tracking progress,OMR,13-17,2024-03-23,74333,4467,2237,1292,False
CHN00881,tiktok,video,technology,Privacy concerns with this app are genuinely worrying,Velachery,35-50,2023-12-06,31163,1318,957,211,False
CHN00882,tiktok,video,education,Learning something new every single day — growth mindset 💡,Chromepet,13-17,2023-11-23,20940,1773,1046,553,False
CHN00883,instagram,reel,fitness,Rest day today — recovery is just as important as training,T Nagar,25-34,2023-07-13,34291,3811,1455,967,False
CHN00884,youtube,live,technology,Just upgraded my setup — productivity through the roof!,Anna Nagar,18-24,2023-03-26,21812,1685,266,342,False
CHN00885,twitter,thread,entertainment,Laughed so hard at this show — highly recommend binging,Chromepet,35-50,2023-07-28,7629,276,178,155,False
CHN00886,twitter,tweet,travel,This hidden beach near Chennai is a total paradise!,Porur,25-34,2023-09-04,8938,1006,461,77,False
CHN00887,instagram,story,entertainment,This song has been on repeat and I still hate it somehow,Porur,50+,2023-03-21,11522,546,340,223,False
CHN00888,youtube,live,fashion,Why does fast fashion keep failing us? So frustrating,Anna Nagar,13-17,2024-12-20,24919,1335,1042,691,False
CHN00889,youtube,video,food,The service was terrible and food arrived cold. Avoid.,Tambaram,13-17,2024-08-26,153997,5472,7637,2363,False
CHN00890,youtube,video,finance,Crypto market is a complete disaster right now. Stressed.,Adyar,25-34,2023-08-09,139463,12192,6735,1377,False
CHN00891,youtube,video,travel,Worst travel experience of my life — avoid this agency,Anna Nagar,25-34,2023-08-20,176388,26105,1782,4781,True
CHN00892,tiktok,stitch,fashion,This collection is disappointing compared to last season,Porur,13-17,2023-08-10,45744,2280,1754,851,False
CHN00893,instagram,story,fashion,This look is absolutely stunning — turning heads everywhere,Velachery,35-50,2024-09-17,1052,55,46,6,False
CHN00894,twitter,tweet,food,Tried the new place in T Nagar — completely worth the hype!,T Nagar,25-34,2023-08-14,5972,315,198,104,False
CHN00895,instagram,reel,food,Really disappointed with the new menu changes here,T Nagar,35-50,2023-10-13,5665,600,80,84,False
CHN00896,youtube,video,fitness,Morning run along the Marina Beach — feeling incredible! 🏃,Adyar,25-34,2023-05-16,131372,19364,2691,2699,False
CHN00897,instagram,post,food,This biryani from Murugan Idli Shop is absolutely divine! 😍,Adyar,35-50,2023-07-20,46314,2514,1109,1158,False
CHN00898,instagram,carousel,fitness,Gym was packed and equipment broken — worst experience,Velachery,18-24,2024-04-30,9342,441,235,116,False
CHN00899,tiktok,duet,education,Just completed my Python certification — so proud! 🎓,Perambur,35-50,2023-07-04,88228,8025,2901,2346,False
CHN00900,tiktok,stitch,finance,Crypto market is a complete disaster right now. Stressed.,Tambaram,18-24,2023-06-18,58175,4728,3384,1396,False
CHN00901,tiktok,duet,food,The service was terrible and food arrived cold. Avoid.,Anna Nagar,25-34,2024-02-13,75581,7323,4504,2003,False
CHN00902,instagram,carousel,food,Overpriced and underwhelming — will not be returning,Tambaram,25-34,2023-01-05,12810,1833,225,264,False
CHN00903,twitter,thread,food,The service was terrible and food arrived cold. Avoid.,Adyar,35-50,2024-05-21,7554,668,431,176,False
CHN00904,youtube,live,fitness,Hit a new personal best today — months of hard work paid off!,T Nagar,18-24,2023-10-15,46825,3259,1502,1207,False
CHN00905,instagram,story,travel,Pondicherry weekend trip was absolutely magical 🌊,Velachery,18-24,2024-12-18,17641,2168,702,288,False
CHN00906,instagram,carousel,food,"Exploring new cafes this weekend, stay tuned",OMR,35-50,2023-03-06,38824,5410,2214,445,False
CHN00907,tiktok,duet,food,"Exploring new cafes this weekend, stay tuned",Nungambakkam,18-24,2023-05-02,10032,420,275,206,False
CHN00908,instagram,post,finance,Lost money following random stock tips online. Lesson learnt.,Nungambakkam,35-50,2023-08-04,38755,3661,1885,773,False
CHN00909,instagram,post,fashion,Finally found the perfect fit for my style 🔥,Perambur,25-34,2023-03-07,3643,210,145,107,False
CHN00910,twitter,reply,travel,Tourist traps everywhere — completely ruined the trip,T Nagar,18-24,2023-06-30,7777,917,306,79,False
CHN00911,instagram,carousel,fashion,Why does fast fashion keep failing us? So frustrating,Tambaram,18-24,2024-06-20,33232,2862,1446,572,False
CHN00912,tiktok,duet,finance,Saving 40% of income this year — best decision ever made,Perambur,13-17,2023-04-13,34028,3339,1577,961,False
CHN00913,tiktok,duet,fitness,Hit a new personal best today — months of hard work paid off!,Adyar,18-24,2023-07-28,32760,3527,1844,297,False
CHN00914,instagram,carousel,travel,Flight was delayed 4 hours and hotel overbooked. Disaster.,Perambur,35-50,2024-11-14,2158,308,40,55,False
CHN00915,tiktok,duet,finance,Financial freedom is possible with the right discipline,Velachery,35-50,2024-10-11,70831,3758,3808,1796,False
CHN00916,instagram,story,entertainment,New episode drops tonight — no spoilers in comments please,Tambaram,18-24,2024-06-20,3894,444,174,60,False
CHN00917,tiktok,video,food,Tried the new place in T Nagar — completely worth the hype!,Perambur,35-50,2023-06-18,49376,3728,2432,1435,False
CHN00918,youtube,short,fashion,Obsessed with this new outfit drop! Love the vibes ✨,Velachery,35-50,2024-10-31,116547,13554,2164,1988,False
CHN00919,tiktok,stitch,entertainment,Finished the series — mixed feelings overall honestly,Anna Nagar,25-34,2024-01-09,20943,1443,643,420,False
CHN00920,instagram,story,food,Simple home cooked meal today — nothing fancy,Tambaram,35-50,2023-06-01,34779,5128,1661,889,False
CHN00921,twitter,thread,fitness,This workout routine completely transformed my energy levels,Chromepet,35-50,2024-07-29,7800,506,88,172,False
CHN00922,twitter,tweet,travel,Tourist traps everywhere — completely ruined the trip,T Nagar,35-50,2024-11-29,9970,999,190,257,False
CHN00923,instagram,carousel,technology,AI tools are changing everything about how I work 🚀,Tambaram,35-50,2023-10-10,42154,4442,2196,479,False
CHN00924,tiktok,duet,entertainment,New episode drops tonight — no spoilers in comments please,Adyar,50+,2024-02-19,57757,6201,2108,1146,False
CHN00925,tiktok,duet,food,The service was terrible and food arrived cold. Avoid.,Velachery,50+,2024-07-18,53414,4605,1866,1510,False
CHN00926,tiktok,video,travel,Pondicherry weekend trip was absolutely magical 🌊,Anna Nagar,25-34,2023-07-04,8481,889,177,172,False
CHN00927,youtube,live,fashion,Neutral look today — just keeping it simple and clean,Velachery,25-34,2023-03-31,22770,1901,382,400,False
CHN00928,twitter,tweet,finance,Comparing different investment options this week,Anna Nagar,13-17,2023-10-02,5523,796,139,147,False
CHN00929,youtube,live,travel,Flight was delayed 4 hours and hotel overbooked. Disaster.,Porur,35-50,2023-07-10,3646,169,70,25,False
CHN00930,twitter,tweet,finance,Banks keep adding hidden charges — absolutely infuriating,Anna Nagar,50+,2024-01-16,1427,135,31,21,False
CHN00931,tiktok,duet,entertainment,This movie was absolutely mind-blowing — watch it now! 🎬,OMR,13-17,2024-05-25,55154,7629,2940,1140,False
CHN00932,youtube,live,food,"Exploring new cafes this weekend, stay tuned",Anna Nagar,13-17,2023-09-05,160048,15752,5984,3404,False
CHN00933,youtube,short,technology,Review of this device after 30 days of usage,Anna Nagar,25-34,2024-04-04,94298,14053,1608,739,False
CHN00934,youtube,video,fitness,Morning run along the Marina Beach — feeling incredible! 🏃,Velachery,35-50,2024-04-09,128108,9410,1619,846,False
CHN00935,tiktok,video,travel,Planning a solo trip next month — any suggestions?,T Nagar,35-50,2024-04-13,71543,7541,2003,624,False
CHN00936,instagram,post,fitness,Fitness influencers selling unrealistic body standards. Stop.,Anna Nagar,35-50,2023-12-13,36916,4382,2152,558,False
CHN00937,instagram,post,food,Simple home cooked meal today — nothing fancy,Adyar,50+,2024-01-30,26380,1979,840,584,False
CHN00938,youtube,short,fitness,Morning run along the Marina Beach — feeling incredible! 🏃,Nungambakkam,18-24,2024-09-02,77127,4474,1445,2003,False
CHN00939,instagram,story,travel,Pondicherry weekend trip was absolutely magical 🌊,Anna Nagar,35-50,2024-04-06,38204,2723,1772,511,False
CHN00940,tiktok,stitch,travel,Tourist traps everywhere — completely ruined the trip,T Nagar,25-34,2023-08-04,74644,10960,3957,952,False
CHN00941,instagram,reel,food,The service was terrible and food arrived cold. Avoid.,T Nagar,35-50,2024-08-03,38550,2377,1838,729,False
CHN00942,tiktok,stitch,travel,Planning a solo trip next month — any suggestions?,OMR,35-50,2023-08-26,64754,4436,1127,1675,False
CHN00943,twitter,reply,food,"Exploring new cafes this weekend, stay tuned",T Nagar,25-34,2024-04-01,6836,863,335,48,False
CHN00944,youtube,live,food,The service was terrible and food arrived cold. Avoid.,Tambaram,25-34,2023-02-12,30689,1591,1744,567,False
CHN00945,youtube,video,technology,Just upgraded my setup — productivity through the roof!,Anna Nagar,18-24,2024-09-04,189429,10078,4237,3246,True
CHN00946,instagram,carousel,food,Best filter coffee in Chennai — no debate needed ☕,Anna Nagar,13-17,2023-03-26,12104,1067,332,243,False
CHN00947,twitter,thread,travel,Tourist traps everywhere — completely ruined the trip,Velachery,35-50,2024-07-12,2458,246,100,28,False
CHN00948,instagram,story,food,Really disappointed with the new menu changes here,Anna Nagar,25-34,2023-09-20,49492,5763,809,1192,False
CHN00949,instagram,carousel,education,Online courses are getting too expensive for what they offer,Anna Nagar,18-24,2023-08-05,5728,743,284,105,False
CHN00950,youtube,video,entertainment,This movie was absolutely mind-blowing — watch it now! 🎬,OMR,35-50,2023-05-06,109716,14974,4256,1987,False
CHN00951,instagram,story,fashion,Obsessed with this new outfit drop! Love the vibes ✨,T Nagar,50+,2024-08-26,33963,2351,348,925,False
CHN00952,tiktok,duet,food,Really disappointed with the new menu changes here,OMR,25-34,2023-08-07,6531,781,300,152,False
CHN00953,instagram,story,food,"Exploring new cafes this weekend, stay tuned",Adyar,18-24,2024-04-22,42162,3812,2076,872,False
CHN00954,twitter,thread,fashion,Finally found the perfect fit for my style 🔥,Velachery,18-24,2023-02-20,9313,733,426,268,False
CHN00955,tiktok,video,fashion,Why does fast fashion keep failing us? So frustrating,Tambaram,25-34,2024-07-21,73150,7958,2119,1364,False
CHN00956,youtube,live,fitness,Rest day today — recovery is just as important as training,Nungambakkam,18-24,2023-10-10,26037,2382,925,655,False
CHN00957,tiktok,stitch,fitness,Fitness influencers selling unrealistic body standards. Stop.,Chromepet,18-24,2023-01-27,8806,403,482,108,False
CHN00958,twitter,reply,fashion,Why does fast fashion keep failing us? So frustrating,OMR,13-17,2024-04-28,8534,955,388,46,False
CHN00959,tiktok,stitch,food,"Exploring new cafes this weekend, stay tuned",Velachery,50+,2023-04-16,58902,6015,1046,1499,False
CHN00960,youtube,short,travel,Worst travel experience of my life — avoid this agency,OMR,25-34,2024-11-17,139832,8905,2510,3419,False
CHN00961,twitter,thread,finance,Just made my first profitable investment — so exciting! 📈,Velachery,35-50,2023-11-18,1332,156,14,20,False
CHN00962,youtube,live,food,Really disappointed with the new menu changes here,Porur,35-50,2024-08-28,66420,9882,2718,1856,False
CHN00963,youtube,short,fashion,This look is absolutely stunning — turning heads everywhere,OMR,25-34,2024-04-07,148701,18999,7073,4143,False
CHN00964,tiktok,stitch,entertainment,So disappointed by the ending — ruined the whole series,Anna Nagar,18-24,2023-07-24,24986,1188,719,698,False
CHN00965,youtube,live,education,Just completed my Python certification — so proud! 🎓,Anna Nagar,35-50,2023-06-09,196806,17857,5434,3246,True
CHN00966,twitter,thread,food,"Exploring new cafes this weekend, stay tuned",OMR,35-50,2023-05-07,9749,445,225,130,False
CHN00967,youtube,live,education,Online courses are getting too expensive for what they offer,Tambaram,25-34,2024-01-10,56307,8399,1203,517,False
CHN00968,youtube,live,finance,Just made my first profitable investment — so exciting! 📈,T Nagar,18-24,2024-06-24,171019,15483,2120,1333,True
CHN00969,youtube,video,travel,Road trip highlights from last weekend — part one,Chromepet,25-34,2024-12-02,166359,7199,4880,2696,True
CHN00970,instagram,story,entertainment,Finished the series — mixed feelings overall honestly,Anna Nagar,35-50,2024-07-15,35871,2373,1613,948,False
CHN00971,twitter,tweet,education,Online courses are getting too expensive for what they offer,Adyar,13-17,2023-12-22,6811,589,296,49,False
CHN00972,youtube,video,fitness,Hit a new personal best today — months of hard work paid off!,Adyar,18-24,2024-12-01,33064,1574,1441,841,False
CHN00973,youtube,short,education,Just completed my Python certification — so proud! 🎓,Tambaram,35-50,2024-02-19,189596,8477,10948,5016,True
CHN00974,youtube,short,finance,Banks keep adding hidden charges — absolutely infuriating,Perambur,18-24,2023-11-06,134122,8796,7493,2655,False
CHN00975,instagram,carousel,food,Tried the new place in T Nagar — completely worth the hype!,Tambaram,35-50,2023-08-12,28845,1477,687,711,False
CHN00976,tiktok,duet,entertainment,Total waste of time — worst screenplay I have seen,T Nagar,25-34,2023-04-20,69231,2870,3338,1374,False
CHN00977,youtube,live,fashion,"Trying out a new aesthetic this week, let me know thoughts",Anna Nagar,35-50,2024-03-24,175701,13862,9272,3650,True
CHN00978,youtube,live,fitness,Morning run along the Marina Beach — feeling incredible! 🏃,T Nagar,18-24,2023-05-18,167485,11641,2703,2187,False
CHN00979,instagram,story,travel,This hidden beach near Chennai is a total paradise!,Nungambakkam,18-24,2024-02-19,18878,1318,1001,516,False
CHN00980,instagram,carousel,technology,Privacy concerns with this app are genuinely worrying,Velachery,18-24,2023-07-19,42528,1659,2398,616,False
CHN00981,tiktok,duet,food,Simple home cooked meal today — nothing fancy,T Nagar,25-34,2024-01-29,38104,5683,703,872,False
CHN00982,instagram,carousel,technology,AI tools are changing everything about how I work 🚀,OMR,18-24,2024-06-22,19382,2862,612,176,False
CHN00983,youtube,live,fitness,Injured again because of bad form advice online. Frustrated.,Tambaram,18-24,2023-07-11,141998,8305,8011,3134,False
CHN00984,tiktok,stitch,technology,Privacy concerns with this app are genuinely worrying,Porur,25-34,2024-08-19,27768,1675,1011,393,False
CHN00985,youtube,live,education,This tutorial was completely wrong and wasted my time,OMR,50+,2023-11-04,87315,9042,4010,2437,False
CHN00986,youtube,video,technology,Review of this device after 30 days of usage,Adyar,35-50,2024-02-24,145790,4860,7996,1506,False
CHN00987,instagram,post,entertainment,Total waste of time — worst screenplay I have seen,Porur,35-50,2024-06-26,29248,1309,709,454,False
CHN00988,tiktok,video,fashion,This collection is disappointing compared to last season,T Nagar,35-50,2023-11-12,83223,4058,3045,1048,False
CHN00989,twitter,thread,fashion,This collection is disappointing compared to last season,Porur,18-24,2024-12-02,5169,371,132,146,False
CHN00990,instagram,carousel,fashion,Not sure about this trend honestly — feels overdone,Anna Nagar,25-34,2024-02-08,28986,4166,1470,863,False
CHN00991,instagram,carousel,fitness,Injured again because of bad form advice online. Frustrated.,Adyar,25-34,2023-10-30,15425,987,543,174,False
CHN00992,youtube,live,food,Really disappointed with the new menu changes here,T Nagar,18-24,2024-05-15,164868,6140,7265,1481,False
CHN00993,tiktok,duet,travel,Worst travel experience of my life — avoid this agency,Adyar,13-17,2023-03-16,69910,5317,756,2078,False
CHN00994,instagram,carousel,entertainment,Best Tamil film of the year without any question 🌟,OMR,25-34,2023-08-20,49636,5602,1488,1178,False
CHN00995,tiktok,duet,technology,Unboxing the new laptop today — first impressions coming,OMR,18-24,2024-06-25,42276,5842,1920,1049,False
CHN00996,instagram,post,fashion,Finally found the perfect fit for my style 🔥,Adyar,25-34,2023-05-19,38386,3706,1263,858,False
CHN00997,youtube,short,food,This biryani from Murugan Idli Shop is absolutely divine! 😍,Tambaram,13-17,2023-06-16,188867,14975,1944,2152,True
CHN00998,instagram,post,finance,Financial freedom is possible with the right discipline,Anna Nagar,18-24,2023-06-29,15792,1879,479,391,False
CHN00999,youtube,live,fashion,"Trying out a new aesthetic this week, let me know thoughts",T Nagar,35-50,2024-01-09,140735,13805,6657,3470,False
CHN01000,youtube,live,travel,Worst travel experience of my life — avoid this agency,Adyar,35-50,2023-05-23,179172,21900,9037,951,True
CHN01001,instagram,story,travel,Road trip highlights from last weekend — part one,Velachery,18-24,2023-05-27,19454,656,585,220,False
CHN01002,instagram,post,fashion,Not sure about this trend honestly — feels overdone,Velachery,18-24,2023-04-28,29589,2051,1222,879,False
CHN01003,instagram,story,education,This tutorial was completely wrong and wasted my time,Tambaram,50+,2023-07-24,40609,3451,1037,1186,False
CHN01004,youtube,live,technology,Just upgraded my setup — productivity through the roof!,Adyar,35-50,2023-03-28,176127,23572,9773,1429,True
CHN01005,instagram,story,fashion,Not sure about this trend honestly — feels overdone,Tambaram,35-50,2024-12-06,19514,2905,568,417,False
CHN01006,tiktok,stitch,fitness,Morning run along the Marina Beach — feeling incredible! 🏃,Nungambakkam,25-34,2023-03-20,2138,64,61,61,False
CHN01007,tiktok,stitch,fitness,Gym was packed and equipment broken — worst experience,OMR,18-24,2023-01-20,38541,4561,1358,947,False
CHN01008,tiktok,video,finance,Lost money following random stock tips online. Lesson learnt.,OMR,25-34,2023-04-10,68819,6347,927,1780,False
CHN01009,youtube,short,entertainment,Best Tamil film of the year without any question 🌟,Anna Nagar,35-50,2023-05-25,43711,1708,1921,831,False
CHN01010,instagram,carousel,technology,Privacy concerns with this app are genuinely worrying,Velachery,35-50,2023-08-30,32963,1403,1759,804,False
CHN01011,instagram,story,travel,Ooty in monsoon season is breathtakingly beautiful ☁️,Anna Nagar,25-34,2023-05-02,25897,1622,516,622,False
CHN01012,instagram,story,food,This biryani from Murugan Idli Shop is absolutely divine! 😍,Tambaram,35-50,2024-01-02,48484,3040,2671,1242,False
CHN01013,instagram,carousel,finance,Monthly budget review — transparent breakdown coming up,T Nagar,50+,2024-05-11,49029,3922,827,901,False
CHN01014,instagram,story,education,Book review coming soon — interesting read so far,Nungambakkam,25-34,2024-11-06,2638,165,52,16,False
CHN01015,tiktok,duet,food,The service was terrible and food arrived cold. Avoid.,T Nagar,25-34,2023-12-18,48231,6989,1122,942,False
CHN01016,youtube,live,fashion,This collection is disappointing compared to last season,Chromepet,35-50,2023-08-22,137265,13431,6002,2634,False
CHN01017,twitter,tweet,education,Just completed my Python certification — so proud! 🎓,Porur,35-50,2024-02-11,8317,752,374,149,False
CHN01018,youtube,live,food,Overpriced and underwhelming — will not be returning,Perambur,35-50,2024-05-04,147245,20825,5971,1845,False
CHN01019,youtube,video,entertainment,This movie was absolutely mind-blowing — watch it now! 🎬,Anna Nagar,25-34,2024-10-08,3877,244,65,22,False
CHN01020,tiktok,video,fashion,Neutral look today — just keeping it simple and clean,Anna Nagar,50+,2024-12-08,53238,7021,958,574,False
CHN01021,tiktok,duet,entertainment,This movie was absolutely mind-blowing — watch it now! 🎬,Anna Nagar,13-17,2024-10-02,62126,6558,2790,1529,False
CHN01022,youtube,video,finance,Comparing different investment options this week,T Nagar,25-34,2023-01-22,179253,25276,5238,3344,True
CHN01023,instagram,reel,travel,Worst travel experience of my life — avoid this agency,Velachery,35-50,2023-09-17,34784,2482,1687,425,False
CHN01024,tiktok,duet,finance,Just made my first profitable investment — so exciting! 📈,Adyar,18-24,2024-08-18,60875,7746,2693,781,False
CHN01025,tiktok,duet,technology,Just upgraded my setup — productivity through the roof!,Adyar,35-50,2024-05-23,34036,1593,698,570,False
CHN01026,youtube,short,fashion,This collection is disappointing compared to last season,Porur,18-24,2023-04-20,62989,3759,1840,336,False
CHN01027,instagram,story,entertainment,New episode drops tonight — no spoilers in comments please,Tambaram,50+,2023-02-21,6439,681,237,85,False
CHN01028,tiktok,duet,fitness,Trying a new workout split this month — tracking progress,T Nagar,18-24,2023-05-03,65806,6009,1863,872,False
CHN01029,youtube,video,fitness,Gym was packed and equipment broken — worst experience,T Nagar,35-50,2023-11-22,56914,5077,1590,1298,False
CHN01030,twitter,tweet,food,Really disappointed with the new menu changes here,Velachery,35-50,2023-03-27,6323,797,176,185,False
CHN01031,youtube,live,fitness,Trying a new workout split this month — tracking progress,Velachery,35-50,2023-11-22,81621,4567,4748,1315,False
CHN01032,instagram,story,fitness,Fitness influencers selling unrealistic body standards. Stop.,Velachery,50+,2024-12-21,36873,3782,585,1034,False
CHN01033,youtube,live,technology,This new phone camera is absolutely incredible 📱,Nungambakkam,50+,2023-10-07,36513,3829,905,435,False
CHN01034,youtube,short,fashion,Why does fast fashion keep failing us? So frustrating,Nungambakkam,25-34,2023-11-20,107321,5938,2634,3165,False
CHN01035,tiktok,video,technology,Another overpriced gadget that breaks in 3 months. Tired.,Porur,35-50,2024-01-09,73529,10189,3439,906,False
CHN01036,tiktok,duet,travel,Planning a solo trip next month — any suggestions?,Anna Nagar,25-34,2024-09-19,78076,2743,4371,1485,False
CHN01037,youtube,video,fashion,Why does fast fashion keep failing us? So frustrating,OMR,35-50,2024-12-27,155774,22898,4409,3901,False
CHN01038,youtube,live,travel,Planning a solo trip next month — any suggestions?,Nungambakkam,18-24,2024-11-07,57818,8629,3393,1577,False
CHN01039,tiktok,video,education,This course completely changed how I think about data,Chromepet,18-24,2024-06-14,56768,5086,2892,1365,False
CHN01040,instagram,carousel,entertainment,Laughed so hard at this show — highly recommend binging,Perambur,18-24,2023-11-06,34687,2748,585,461,False
CHN01041,tiktok,video,technology,Privacy concerns with this app are genuinely worrying,Velachery,35-50,2024-01-02,7721,235,421,113,False
CHN01042,tiktok,duet,fitness,Morning run along the Marina Beach — feeling incredible! 🏃,Nungambakkam,35-50,2024-04-23,27025,2285,386,374,False
CHN01043,twitter,tweet,travel,Planning a solo trip next month — any suggestions?,Anna Nagar,18-24,2023-07-11,1025,58,23,18,False
CHN01044,tiktok,duet,fashion,"Trying out a new aesthetic this week, let me know thoughts",Nungambakkam,35-50,2023-12-22,43243,4855,1938,842,False
CHN01045,youtube,short,fashion,Why does fast fashion keep failing us? So frustrating,Tambaram,13-17,2023-10-09,126829,13177,3686,2836,False
CHN01046,youtube,short,education,Just completed my Python certification — so proud! 🎓,Porur,50+,2023-01-07,189570,24495,2322,3529,True
CHN01047,youtube,live,fitness,Injured again because of bad form advice online. Frustrated.,Porur,18-24,2023-10-17,57570,4937,3164,747,False
CHN01048,instagram,reel,food,Overpriced and underwhelming — will not be returning,Nungambakkam,35-50,2024-05-07,21126,903,578,130,False
CHN01049,tiktok,duet,entertainment,Best Tamil film of the year without any question 🌟,Anna Nagar,18-24,2024-05-24,4239,301,42,114,False
CHN01050,tiktok,video,education,This tutorial was completely wrong and wasted my time,Velachery,35-50,2024-02-18,4499,274,120,119,False
CHN01051,youtube,live,food,Simple home cooked meal today — nothing fancy,Adyar,35-50,2023-09-08,170001,14727,2213,3528,True
CHN01052,instagram,reel,technology,Tech companies keep promising and underdelivering. Annoyed.,T Nagar,25-34,2023-10-31,16003,1441,903,408,False
CHN01053,tiktok,duet,entertainment,So disappointed by the ending — ruined the whole series,Nungambakkam,25-34,2024-01-31,87203,10848,1550,2547,False
CHN01054,instagram,story,finance,Lost money following random stock tips online. Lesson learnt.,Tambaram,50+,2023-07-14,31304,1517,857,197,False
CHN01055,tiktok,duet,food,Tried the new place in T Nagar — completely worth the hype!,Velachery,25-34,2023-09-05,25746,1100,1366,577,False
CHN01056,twitter,thread,finance,Saving 40% of income this year — best decision ever made,Velachery,18-24,2024-04-03,5954,736,86,32,False
CHN01057,instagram,carousel,finance,Banks keep adding hidden charges — absolutely infuriating,Anna Nagar,25-34,2024-09-20,38598,5104,739,981,False
CHN01058,instagram,story,fashion,"Trying out a new aesthetic this week, let me know thoughts",Velachery,25-34,2024-04-13,37611,5146,1430,533,False
CHN01059,youtube,live,technology,Another overpriced gadget that breaks in 3 months. Tired.,Anna Nagar,25-34,2024-05-29,147453,8996,2011,4355,False
CHN01060,twitter,reply,fashion,This look is absolutely stunning — turning heads everywhere,Adyar,13-17,2023-12-19,444,64,13,8,False
CHN01061,tiktok,stitch,education,Book review coming soon — interesting read so far,Anna Nagar,35-50,2023-12-30,57453,2442,2600,1419,False
CHN01062,youtube,video,fitness,Injured again because of bad form advice online. Frustrated.,T Nagar,25-34,2024-12-22,151684,5956,8323,1588,False
CHN01063,tiktok,video,food,Best filter coffee in Chennai — no debate needed ☕,Adyar,35-50,2023-08-03,83094,5793,3635,1594,False
CHN01064,instagram,story,food,Overpriced and underwhelming — will not be returning,Anna Nagar,35-50,2024-03-12,20340,1119,1113,316,False
CHN01065,twitter,thread,fitness,This workout routine completely transformed my energy levels,Porur,25-34,2024-01-07,4819,209,129,105,False
CHN01066,tiktok,video,fitness,Trying a new workout split this month — tracking progress,Tambaram,35-50,2023-06-12,95214,6965,1252,2012,False
CHN01067,youtube,live,fitness,Gym was packed and equipment broken — worst experience,Chromepet,18-24,2023-03-12,100696,5437,2383,2131,False
CHN01068,instagram,reel,travel,Road trip highlights from last weekend — part one,OMR,18-24,2023-06-29,15348,2114,435,174,False
CHN01069,instagram,reel,technology,Review of this device after 30 days of usage,Anna Nagar,35-50,2023-11-03,39453,4654,1718,258,False
CHN01070,twitter,tweet,food,"Exploring new cafes this weekend, stay tuned",Perambur,25-34,2023-11-10,466,29,7,7,False
CHN01071,instagram,carousel,food,Simple home cooked meal today — nothing fancy,Velachery,50+,2023-12-24,22912,3384,1287,197,False
CHN01072,instagram,carousel,fashion,Obsessed with this new outfit drop! Love the vibes ✨,Perambur,25-34,2023-02-27,37884,2939,1622,920,False
CHN01073,tiktok,stitch,fashion,This collection is disappointing compared to last season,Porur,18-24,2024-08-02,51316,6049,1985,1134,False
CHN01074,instagram,carousel,fashion,Obsessed with this new outfit drop! Love the vibes ✨,T Nagar,18-24,2023-09-11,6903,783,269,104,False
CHN01075,youtube,video,finance,Crypto market is a complete disaster right now. Stressed.,Velachery,35-50,2024-03-25,31656,1848,842,234,False
CHN01076,instagram,reel,finance,Lost money following random stock tips online. Lesson learnt.,Velachery,18-24,2023-10-29,1542,184,77,11,False
CHN01077,youtube,short,entertainment,This movie was absolutely mind-blowing — watch it now! 🎬,Velachery,18-24,2023-04-24,38120,5659,1552,453,False
CHN01078,youtube,live,fashion,Why does fast fashion keep failing us? So frustrating,Nungambakkam,25-34,2024-12-26,160660,22893,2877,1089,False
CHN01079,twitter,reply,fashion,This look is absolutely stunning — turning heads everywhere,T Nagar,13-17,2023-06-04,2345,200,121,66,False
CHN01080,tiktok,video,food,This biryani from Murugan Idli Shop is absolutely divine! 😍,T Nagar,25-34,2024-03-31,21747,2633,668,457,False
CHN01081,twitter,tweet,technology,Review of this device after 30 days of usage,Anna Nagar,35-50,2023-09-11,4127,567,102,119,False
CHN01082,instagram,carousel,finance,Crypto market is a complete disaster right now. Stressed.,Anna Nagar,18-24,2024-02-29,16513,1536,532,492,False
CHN01083,instagram,story,fashion,Finally found the perfect fit for my style 🔥,Nungambakkam,25-34,2023-03-25,44955,5701,1885,708,False
CHN01084,tiktok,duet,food,Simple home cooked meal today — nothing fancy,Perambur,35-50,2023-05-11,70450,10335,3071,1086,False
CHN01085,tiktok,duet,technology,Unboxing the new laptop today — first impressions coming,Porur,50+,2023-01-26,59950,3287,2491,870,False
CHN01086,youtube,short,entertainment,Finished the series — mixed feelings overall honestly,Velachery,25-34,2023-05-23,189162,13139,3945,5256,True
CHN01087,twitter,reply,food,Best filter coffee in Chennai — no debate needed ☕,Porur,13-17,2023-08-03,1851,246,24,20,False
CHN01088,tiktok,stitch,technology,AI tools are changing everything about how I work 🚀,Chromepet,18-24,2023-03-09,64597,7942,2854,978,False
CHN01089,youtube,video,finance,Banks keep adding hidden charges — absolutely infuriating,T Nagar,35-50,2023-05-03,168646,21042,8641,976,False
CHN01090,youtube,live,entertainment,Laughed so hard at this show — highly recommend binging,Nungambakkam,25-34,2024-04-19,103666,5771,3906,1104,False
CHN01091,tiktok,stitch,technology,Unboxing the new laptop today — first impressions coming,Perambur,50+,2024-04-12,93764,9086,5196,1994,False
CHN01092,tiktok,stitch,travel,This hidden beach near Chennai is a total paradise!,Nungambakkam,18-24,2024-12-11,53484,1670,2180,467,False
